,User,Text,Date,Favorites,Retweets,Mentions,Hashtags
73,pakne_arsen,Slma psbb...abis itu ga tau lg..klo dpt gf dsana kita nunggu diluar nti pesanan dianter...kpn2 maen ke pim tar dpt gf dan rasakan sensasinya ,2020-05-30 06:51:17+00:00,0,0,,
74,gusti_ARSNL,New psbb biar normal,2020-05-30 06:28:59+00:00,0,0,,
75,okinand,Enggak Active soalnya PSBB,2020-05-30 06:12:36+00:00,0,0,,
76,drmuliaman,"During stay-working at home, relaxation of PSBB and now New Normal: My Life is full of online live, weekend-day, ring light, camera, zoom, and behind the scene and perhaps next • • • #photography #photo… https://www.instagram.com/p/CAzSo-uJBB7/?igshid=1dm8p6sc8xbj9",2020-05-30 06:09:41+00:00,0,1,,#photography #photo
77,Irfanaufar,Psbb dul gaboleh banyak main keluar,2020-05-30 06:08:34+00:00,0,0,,
78,SonoraFM92,"Tito mengatakan, relaksasi penerapan PSBB bisa dilakukan dengan menerapkan protokol kesehatan secara ketat.Hal ini dilakukan sebagai upaya mengembalikan aktivitas pemerintahan &amp; masyarakat seperti kondisi sebelum pandemi Covid-19. http://nasional.kompas.com/read/2020/05/29/20050191/mendagri-terbitkan-pedoman-new-normal-atur-protokol-di-mal-hingga-salon #BeritaSonora @kompascom",2020-05-30 06:01:26+00:00,0,1,@kompascom,#BeritaSonora
79,akbaraae,Untung masih PSBB jadi ga bakal liat mereka yang boncengan atau suap2an ,2020-05-30 05:53:45+00:00,0,3,,
80,SrRiyann," : Mas sendiri aja? : iya mba, kenapa emang? : gapapa, tanya aja,. Kirain lagi psbb jadi pacarnya gaikut. :ooh ngga mba, masih single. :masasih.. ko masih ada aja yg single, alesannya.. : iya mba, karna blm ada aja wnita yg brntng dptn sya. – at KFC Rawamangun Square",2020-05-30 05:42:12+00:00,0,0,,
81,Regyalfriano,"Sebenernya apapun upaya pemerintah untuk kedepan nya entah psbb di perpanjang atau, wacana new normal Itu semua gak salah. Tapi harus dijelasin menyeluruh maksud""nya Jangan jadi aturan rancu",2020-05-30 04:50:52+00:00,0,0,,
82,AdmajaRefo,"Rindu uka ka umak terhalang PSBB,",2020-05-30 04:43:06+00:00,0,0,,
83,SonoraFM92,"10.33 Check Point Layang UI terkait PSBB di wilayah DKI Jakarta, menghimbau kepada pengguna jalan agar tetap menggunakan Masker &amp; pembatasan penumpang kendaraan mobil pribadi. #OpsKetupatCegahCovid19 #TundaBalikKeJakarta @TMCPoldaMetro",2020-05-30 03:42:46+00:00,0,1,@TMCPoldaMetro,#OpsKetupatCegahCovid19 #TundaBalikKeJakarta
84,KabarBintaro,"Suasana di Pos PSBB depan Bintaro Pavilion/Jl Pondok Betung Raya. Tampak petugas memeriksa pengguna jalan. Bagi warga yang melanggar PSBB akan digiring ke pos, beberapa diberi hukuman push-up. . . . . . . . .… https://www.instagram.com/p/CAzBffGDUxU/?igshid=jo0v88a0pp8i",2020-05-30 03:39:49+00:00,0,0,,
85,hapsariidian,"di jkt jg psbb sampe tgl 4 juni. Kmrn berita nya gt yg mudik ga bisa masuk jkt lg, nah wkt nya ga paham ampe kapan dh. Jd manusia egous bgt ya hadeuh..",2020-05-30 03:17:03+00:00,0,0,,
86,aiephitam,"Gak boleh. Tapi kembali lagi sama kesepakatan antara cust dan abang drivernya. Yang penting sebisa mungkin hindari area chek point PSBB. Klo gue mah gak tegaan karena gak semua orang punya privilege buat naek gocar atau taxi, apalagi klo jaraknya jauh.",2020-05-30 03:14:28+00:00,0,2,,
87,Auto2000Ciledug,Walaupun masih PSBB kita tetap membantu utk memenuhi Kebutuhan Mobil Bapak/Ibu . PSBB (Pembelian Sekarang Banyak Bonusnya) . Emang bisa Pesen mobil dari rumah? Cari promo toyota yang terbaik? . Sekarang cukup… https://www.instagram.com/p/CAy-WaJhOz8/?igshid=rgaq9s49smnz,2020-05-30 03:12:21+00:00,0,0,,
90,adindaMsari,setelah berbulan bulan tidak ke supermarket ternyata walaupun psbb masih rame face mask bowinindonesia tshirt crocodileidofficial jacket @juice_ematic93 bag http://navyclub.id • • • design… https://www.instagram.com/p/CAy7ETJDrM4/?igshid=htheyy2allhe,2020-05-30 02:43:41+00:00,0,0,@juice_ematic93,
91,Habibie407,Jadi KRL pas PSBB tuh kek gini ,2020-05-30 02:31:01+00:00,0,4,,
92,gusti_ARSNL,Yg saya liat bukan new normal. Tp new psbb biar ekonomi tetep jalan,2020-05-30 02:24:43+00:00,0,0,,
93,TizarRich,Pengen sukses bareng bareng (PSBB) Semoga bermanfaat kan barokah. Aamiinn @CIBIS Business Park https://www.instagram.com/p/CAy36qBp_nf/?igshid=1sb9c6b55son0,2020-05-30 02:16:10+00:00,0,0,,
94,adityayudhaaa,"PSBB. Pernah Sekelas, Belum Berbuat. ",2020-05-30 02:10:57+00:00,0,1,,
95,bimohanandito,Katanya psbb diperpanjang.. ,2020-05-30 02:03:42+00:00,0,0,,
96,SonoraFM92,"08.59 Pos Pam PSBB Chek Point Gabungan TNI,Polri &amp; Satpol PP di Check Point Raden Saleh Jakbar , himbauan &amp; pemeriksaan SIKM serta penindakan bagi pengendara yang melanggar PSBB . @TMCPoldaMetro",2020-05-30 02:01:58+00:00,0,0,@TMCPoldaMetro,
98,SonoraFM92,"07:56 Pos Pam PSBB Chek Point Gabungan TNI,Polri &amp; Satpol PP di Jl.Raya Ciledug dpn Unv.Budi Luhur, himbauan &amp; pemeriksaan SIKM serta penindakan bagi pengendara yang melanggar PSBB . @TMCPoldaMetro",2020-05-30 01:13:43+00:00,1,0,@TMCPoldaMetro,
99,rojakabell22,psbb kapan selesai? New Normal kapan mulai?,2020-05-30 01:12:57+00:00,0,0,,
10,cjdw_08,Disaat harus sosial distancing olah raga ini yg paling pas #keephealthy #keepsafe #psbb #badminton #asripratama @Cikarang Selatan https://www.instagram.com/p/CAyC3rfJubKDJOWgeFjqNFRYASGoBkMETcO3Ew0/?igshid=14cwezm6q7s35,2020-05-29 18:32:40+00:00,0,0,,#keephealthy #keepsafe #psbb #badminton #asripratama
11,asetkupromo,Baru gajian langsung habis ? Yuk ikutin tips dari kita biar enggak cepat habis...& Jangan lupa Pendanaan di AsetKu...ada promo promo menarik dari AsetKu... Mau tahu promo nya ? Dm Kita yuk #asetku #fintech #peertopeer #lending #terdaftar #diawasi #ojk #Jakarta #surabaya #PSBB – at Sahid Sudirman Center,2020-05-29 14:58:36+00:00,0,0,,#asetku #fintech #peertopeer #lending #terdaftar #diawasi #ojk #Jakarta #surabaya #PSBB
12,andreasyossie,Road to the New Normal #JakartaTanggapCorona #PSBB ,2020-05-29 11:23:59+00:00,0,0,,#JakartaTanggapCorona #PSBB
14,pamelacatering,Pesan nasi boks seperti foto berikut ini... menu ansi ayam fried chicken... ada buah dan lainnya. http://wa.me/085694691159 telepon ke 02188333158 087878788158 layanan catering di bekasi dan sekitarnya #nasiboks #catering #bekasi #halal #PSBB #lezat email: cpamela93@gmail.com,2020-05-29 04:53:37+00:00,0,0,,#nasiboks #catering #bekasi #halal #PSBB #lezat
15,nursyam,Nunggu #psbb berlalu. Pengin nyobain motor baru #ducati @Dirumah Saja https://www.instagram.com/p/CAwit6SAHeSg1Iu3TusDEfKER6kSqrqbuzAkwU0/?igshid=1o70hbxdz0hie,2020-05-29 04:32:27+00:00,0,0,,#psbb #ducati
17,eviyuliak,..sebab disetiap putaran rodamu aku menikmati manisnya hidup #hampir3bulanTakBer #akibatDjekardahMulaiMacet #morningmotivation #friday #barokah #bermotorria #psbb #jakarta @Jakarta Motor https://www.instagram.com/p/CAwLv3KnAzX/?igshid=1p1ul28nsxyzn,2020-05-29 01:11:42+00:00,0,0,,#hampir3bulanTakBer #akibatDjekardahMulaiMacet #morningmotivation #friday #barokah #bermotorria #psbb #jakarta
18,deocardi,it's all started from here #foodinhands #inhandsagency #digitalcreatornetwork #socialmedia #dirumahaja #psbb #btsb #BLACKPINK #digitalagency,2020-05-28 13:50:27+00:00,0,0,,#foodinhands #inhandsagency #digitalcreatornetwork #socialmedia #dirumahaja #dirumahaja #psbb #btsb #BLACKPINK #digitalagency
19,vjbubu_,"Akhirnya setelah sekian lama, bisa makan sop dan bakso di luar lagi. Bahagiaaa tapi tetap dengan prosedural kesehatan dan PSBB (Pembatasan Sosial Berskala Besar) ya! . Lokasi : Kuliner Medan - Ruko Taman Palem Lestari Blok B17 Cengkareng, Jakarta Barat #kamismanis #PSBB ",2020-05-28 12:47:42+00:00,0,1,,#kamismanis #PSBB
20,marthatata,Indonesia New Normal . #psbb #psbbjakarta #hamish #babyboy #toddler #36monthsold #baby3yearsold #remotecontrol #remotecontrolcar @DKI Jakarta https://www.instagram.com/p/CAuj-DwHOjp/?igshid=l8shoasbuvpe,2020-05-28 10:08:59+00:00,0,0,,#psbb #psbbjakarta #hamish #babyboy #toddler #36monthsold #baby3yearsold #remotecontrol #remotecontrolcar
21,UmaramuIN,Sahabat lucknyell #Repost udah seruput-seruput asik bakmi ayam klasik ala @umaramuin loh. Matur suwun nje! Semoga makin mantul semangatnya menjalani #psbb dan makin ketagihan icip icip asik. Dan terima kasih… https://www.instagram.com/p/CAuYm_qnhUd/?igshid=17e94i3olsi51,2020-05-28 08:25:38+00:00,0,0,@UmaramuIN,#Repost #psbb
25,trisaktimtmedia,"Masih suasana Idul Fitri, tapi tetap #dirumahAja ya, mari cegah penyebaran covid19, biar #PSBB nya cepat selesai. . . Kreasi : sarah muthmainnah . . #dirumahAja, #stayathome,… https://www.instagram.com/p/CArTgKvgd-w/?igshid=ksu6mgouoa5t",2020-05-27 03:43:17+00:00,0,0,,#dirumahAja #dirumahAja #PSBB #dirumahAja #dirumahAja #stayathome #stayathome
26,Noor_wndy,Mohon maaf lahir batin Minal Aidin Wal Faidzin 1 Syawal 1441 H. Halal Bi Halal #stayathome #psbb #lebaran #lebaran2020 #solo #ngawi #boyolali #samarinda #jakarta #tangkot… https://www.instagram.com/p/CAqbQobJSS9/?igshid=1puf8wod82e6m,2020-05-26 19:31:49+00:00,0,1,,#stayathome #stayathome #psbb #lebaran #lebaran2020 #solo #ngawi #boyolali #samarinda #jakarta #tangkot
27,Gelora_Qalbu,Siap pak Gubernur #DirumahLebihBaik #SelaluPakaiMasker #JagaJarakAman #StayHome #LockDown #SocialDictancing #KarantinaWilayah #PSBB @Lapangan Basket Blok J https://www.instagram.com/p/CAqHShLHnN4/?igshid=1oradmw8m5b3e,2020-05-26 16:38:09+00:00,0,0,,#DirumahLebihBaik #SelaluPakaiMasker #JagaJarakAman #StayHome #StayHome #LockDown #SocialDictancing #KarantinaWilayah #PSBB
29,OniDewono,"Jaga disiplin pas #PSBB aja keteteran, sekarang ada #TheNewNormal. Apa ngga makin mumet aparat di lapangan? Dan, mau berapa lama dijagain? ",2020-05-26 10:33:02+00:00,0,0,,#PSBB #TheNewNormal
30,yaniray112,"Langit terik Jakartaku membiru Tak perlu mengaduh Sesekali hiraukan selain kita Jgn slalu kita dan kita.. #jakarta #psbb #sudirmanstreet #jakartainfo #jakartaskyline @Jakarta, Indonesia https://www.instagram.com/p/CAo2O5iHWNdC8fhIM5ksyHRtAatoqAZebsQqsI0/?igshid=yufo7bf9v1ro",2020-05-26 04:49:01+00:00,0,0,,#jakarta #psbb #sudirmanstreet #jakartainfo #jakartaskyline
31,mioperdani,"Momen kebersamaan bersama keluarga, fulltime. #lebaran #dirumahaja #tutuppintu #psbb #Latepost @Jl Raya Cipayung, Depok https://www.instagram.com/p/CAo0Hirpsqu/?igshid=1u6pi705cp37t",2020-05-26 04:30:33+00:00,0,0,,#lebaran #dirumahaja #dirumahaja #tutuppintu #psbb #Latepost
32,PedroPapakilo,Km 47 arah jakarta padat ada check point #putarbalik #turnback #arusbalik #psbb #Checkpoint @RadioElshinta #jakarta #bandung,2020-05-26 04:16:47+00:00,0,0,@RadioElshinta,#putarbalik #turnback #arusbalik #psbb #Checkpoint #jakarta #bandung
33,tulussendiko,Manjangin rambut waktu #WFH #PSBB ,2020-05-26 04:02:12+00:00,0,2,,#WFH #PSBB
34,pamelacatering,"Layanan catering di Bekasi dan Sekitarnya. layanan catering 24 jam di bekasi. pesan di wa/telp. 085694691159 telepon lainnya di 02188333158 / 087878788158 menu prasmanan, nasi kotak, nasi boks untuk berbagai acara Anda. syukuran atau syawalan. #catering #PSBB #bekasi #halal",2020-05-26 01:27:31+00:00,0,0,,#catering #PSBB #bekasi #halal
36,MSubhanHalimi,Love of My Life #gitar #dirumahsaja #staylife #jagajarak #jagakesehatan #psbb #jakarta #loveofmylife @Gading Icon Apartment https://www.instagram.com/p/CAnrXWCHvQ_/?igshid=1f1o8tvz6bwm0,2020-05-25 17:54:49+00:00,0,0,,#gitar #dirumahsaja #dirumahsaja #staylife #jagajarak #jagajarak #jagakesehatan #jagakesehatan #psbb #jakarta #loveofmylife
37,danoliocandraaa,"Pertanyaan setiap malamnya saat PSBB yg malah bikin susah tidur. ""BESOK GUA NGAPAIN LAGII?? #PSBB",2020-05-25 15:06:50+00:00,0,1,,#PSBB
38,stephenwongso,"Like a rainbow after the rain, that's God's faithful promise #psbb#psbbjakarta #pelangi @Jakarta Garden City https://www.instagram.com/p/CAm9Tk1he_T/?igshid=1mpg70k2xsxhj",2020-05-25 11:12:22+00:00,0,0,,#pelangi
39,evandoraemon14,Awan makin banyak terlihat . . . . . #may #eidmubarak #eidmubarak2020 #jakarta #jakartadaily #story #psbb #psbbjakarta @Sunter agung Perkasa https://www.instagram.com/p/CAm7nkRHk6h/?igshid=70kd28qp5v84,2020-05-25 10:57:36+00:00,0,0,,#may #eidmubarak #eidmubarak2020 #jakarta #jakartadaily #story #psbb #psbbjakarta
40,PedroPapakilo,TL arah Kalibata dari PGC CONDET CILILITAN PADAT #PSBBJakarta #PSBB #psbbbelumdilonggarkan,2020-05-25 10:07:16+00:00,0,0,,#PSBBJakarta #PSBB #psbbbelumdilonggarkan
41,dininanid,Ngurangin lipetan perut ny abang . . . . . #quarantine #quarantinelife #quarantineandchill #psbb #psbbactivity #kidsactivities @Asam Baris Tebet https://www.instagram.com/p/CAmuI7mHWtG/?igshid=193eqhts0kbmp,2020-05-25 08:59:50+00:00,0,0,,#quarantine #quarantinelife #quarantineandchill #psbb #psbbactivity #kidsactivities
42,RendyFudoh,"#EsJeWe 02 sudah keluar guys. #sitkom #Satire kali ini soal memesan makanan #takeaway disituasi #psbb #covid19 . Ini terinspirasi dari kejadian nyata, jadi jangan ditiru yah. :-)",2020-05-25 08:17:47+00:00,2,2,,#EsJeWe #sitkom #Satire #takeaway #psbb #covid19
43,Mitsubishi_IDN,Sudah Siapkah Kita Menjalankannya ?? #NewNormal #PSBB #LawanCovid19 #Mitsubishi #SspmCaman #marketing – at Kompleks Villa Nusa Indah,2020-05-25 04:32:36+00:00,0,0,,#NewNormal #PSBB #LawanCovid19 #Mitsubishi #SspmCaman #marketing
44,thediyoon,#mudik dan #pulangkampung terhambat akibat #psbb ?? daripada bingung mending mempercantik rumah untuk #lebaran di rumah sendiri. Sungkan rumah menjadi tempat kumpul keluarga besar atau arisan atau kumpul warga… https://www.instagram.com/p/CAmKNlBBaR6/?igshid=1tcxkakbjhrg,2020-05-25 03:46:16+00:00,0,0,,#mudik #pulangkampung #psbb #lebaran
45,thediyoon,#mudik dan #pulangkampung terhambat akibat #psbb ?? daripada bingung mending mempercantik rumah untuk #lebaran di rumah sendiri. Sungkan rumah menjadi tempat kumpul keluarga besar atau arisan atau kumpul warga… https://www.instagram.com/p/CAmIp_1h8Pu/?igshid=34qmdrn1237u,2020-05-25 03:33:10+00:00,0,0,,#mudik #pulangkampung #psbb #lebaran
46,thediyoon,#mudik dan #pulangkampung terhambat akibat #psbb ?? daripada bingung mending mempercantik rumah untuk #lebaran di rumah sendiri. Sungkan rumah menjadi tempat kumpul keluarga besar atau arisan atau kumpul warga… https://www.instagram.com/p/CAmHGk-BsmE/?igshid=1gw0152h2mn6m,2020-05-25 03:20:55+00:00,0,0,,#mudik #pulangkampung #psbb #lebaran
48,Nhaherliany_,Ketika banjir air mata habis http://vc.an sama mama &amp; org2 tersayang krna ga bisa mudik yaa tiap kali liat BTS jadi bikin gw tersenyum lagi #thanksBTS #namjin #ARMY #BTSARMY #Idol #loveyourself #gamudik #efekcorona #psbb #pemerintahLABIL #orang2EGOIS #Vbts #loveBTS,2020-05-24 15:15:51+00:00,0,4,,#thanksBTS #namjin #ARMY #BTSARMY #BTSARMY #Idol #loveyourself #gamudik #efekcorona #psbb #pemerintahLABIL #orang2EGOIS #Vbts #loveBTS
50,hindramaulana,"Once family, always family... Happy Eid Mubarak 1441H Taqobbalallohu minna waminkum • • #eidmubarak #harirayaidulfitri #1441h #lebarandirumahaja #family #psbb #syawal @Bekasi https://www.instagram.com/p/CAkX71NnSkC/?igshid=i2v582wysaat",2020-05-24 11:07:19+00:00,0,0,,#eidmubarak #harirayaidulfitri #1441h #lebarandirumahaja #family #psbb #syawal
53,RonnyAJoewono,"""Selamat Hari Raya Idul Fitri 1 Syawal 1441 H - Mohon Maaf Lahir & Batin"". . #selfie #psbb #lebaran #idulfitri #eidmubarak #photographer #oppof9 #maaflahirbatin #1441h #1syawal #ronnyariojoewonophotography @Ronny… https://www.instagram.com/p/CAiGuwkJiwt/?igshid=150a9ldftolmz",2020-05-23 13:58:33+00:00,0,0,,#selfie #psbb #lebaran #idulfitri #eidmubarak #photographer #oppof9 #maaflahirbatin #1441h #1syawal #ronnyariojoewonophotography
54,Marlondsid,Otaknye pade dimane sik??? Disini emang jajanannya enak.. Selama #psbb gua selalu take away Hari ini gua liat pemandangan sedap sih ,2020-05-23 11:37:19+00:00,0,0,,#psbb
55,hafidzNDP,https://hafidzndp.com/2020/05/23/pemerintah-mencanangkan-cetak-sawah-baru/ Pemerintah akan cetak sawah baru lagi? Gk heran sih di tengah pandami seperti sekarang ini pangan menjadi isu yg sangat kritis. Tapi apa kah tepat? #pandemi #indonesiaterserah #psbb #krisispangan,2020-05-23 09:30:21+00:00,0,0,,#pandemi #indonesiaterserah #psbb #krisispangan
56,ff_february,Cuma ada 2 model rambut cowo saat PSBB: 1. Gondrong 2. Pentol korek #tawapsbb #psbb #SocialDistancing #PhysicalDistancing #receh #dagelan #ngakak,2020-05-23 06:33:58+00:00,0,1,,#tawapsbb #psbb #SocialDistancing #PhysicalDistancing #receh #dagelan #ngakak
57,sauqisv,"gw udah mulai kosong pikiran, setelah 2bulan, selain game anime netflik youtube twitter FB apasih yang bisa di kerjain ,, #bosen #terserah #psbb #lebaran #MudikTetapDilarang",2020-05-22 14:48:43+00:00,0,1,,#bosen #terserah #psbb #lebaran #MudikTetapDilarang
58,Adrian_Loa,berpikir positif #psbb ,2020-05-22 14:29:15+00:00,0,0,,#psbb
59,PedroPapakilo,Jl Raya Bogor arah PGC padat volume kendaraan #PSBBBelumDilonggarkan #PSBB @RadioElshinta @SonoraFM92 @DKIJakarta,2020-05-22 14:03:39+00:00,0,0,@RadioElshinta @SonoraFM92 @DKIJakarta,#PSBBBelumDilonggarkan #PSBB
60,sahatsimarmata,#PSBB ,2020-05-22 13:02:34+00:00,0,2,,#PSBB
61,cahyonurdin,Siapkan kesehatan tubuh saat memasuki NEW NORMAL usai PSBB dengan Smart Detox Plus untuk mereset kesehatan tubuh dan meningkatkan Imunitas Tubuh @cahyonurdin #psbb #psbbjakarta #psbbsurabaya #newnormal #detoks… https://www.instagram.com/p/CAfFYizpsRi/?igshid=1363ada4jtjt8,2020-05-22 09:49:01+00:00,0,0,@cahyonurdin,#psbb #psbbjakarta #psbbsurabaya #newnormal #detoks
63,SSBintarosek3,WHILE STOCKS LAST!!! #DIRUMAHAJA #duringquarantine #psbb Hey Sahabat! Dapatkan FREE SAHABAT SENJA prevention mask dengan pembelian botol 1L varian menu yang ada!! ——— Sahabat Senja Masker: • SNI certified • 100%… https://www.instagram.com/p/CAehgbCgNE8/?igshid=1nrve9jstl57m,2020-05-22 04:35:31+00:00,0,0,,#DIRUMAHAJA #DIRUMAHAJA #duringquarantine #psbb
64,Pretty88jo,"Sebenarnya kecewa saya juga Sia"" loh saya nganggur hampir 3 bulan Rasanya seperti dibunuh tp tidak mati Ada yg pernah rasain gak..?? #psbbkedodoran #PSBB",2020-05-22 02:43:40+00:00,0,1,,#psbbkedodoran #PSBB
65,YoJuliaFerah,"“The morning is equal with a white paper. You are given two options, writing a meaningless sketch or making a history.” #stayathome #samasamadirumah #psbb @Jakarta, Indonesia https://www.instagram.com/p/CAeIqUBJPh4/?igshid=f8zftow8jy1y",2020-05-22 00:58:25+00:00,0,0,,#stayathome #stayathome #samasamadirumah #psbb
66,Info_Bintaro,"#Infobintaro #PSBB Polsek Serpong Tangerang Selatan (Tangsel) menangkap empat pelaku aksi balap liar yang meresahkan pengguna Jalan Raya Serpong, Pakulonan, Serpong Utara, Tangsel. Lima pelaku yang diamankan… https://www.instagram.com/p/CAdMReLgkOV/?igshid=1luvn2fu3lmgv",2020-05-21 16:12:46+00:00,0,0,,#Infobintaro #PSBB
67,EvikDPriagung_,20200521 #6 21.47 WIB 142/366 Rambutnya udah mekar kaya bunga matahari. #Night #Selfie #Hair #LongHair #Quarantine #Life #PSBB #StayHome #StayAtHome #DiRumahAja #OmahPengadegan… https://www.instagram.com/p/CAdDAVTJyzvqeI22naqzUghqtjYzl0ubIeSQBE0/?igshid=1todg4ftek1mq,2020-05-21 14:49:46+00:00,0,0,,#Night #Selfie #Hair #LongHair #Quarantine #Life #PSBB #StayHome #StayHome #StayAtHome #StayAtHome #DiRumahAja #DiRumahAja #OmahPengadegan
68,ErvanPoetra,Wfh ala kita.. Ajang gibah online Minus alfiannsinghh ♡ ♤ ◇ ♧ #groupie #videoconference #dirumahajadulu #exteam #exofficemate #coronabattle #psbb @Di Rumah Masing-masing^^ https://www.instagram.com/p/CAc_5nIgZAQ/?igshid=moegkb2ib2b5,2020-05-21 14:22:39+00:00,0,0,,#groupie #videoconference #dirumahajadulu #exteam #exofficemate #coronabattle #psbb
69,ggnatalya,Kumpul bareng keluarga. Tapi sayang tahun ini gabisa balik krn harus patuh sama PSBB agar memutus rantai penyebaran virus :( #PSBB #dirumahsaja #PATUHITUHARUS,2020-05-21 12:08:35+00:00,0,1,,#PSBB #dirumahsaja #dirumahsaja #PATUHITUHARUS
70,alungsyahMT,"""Pergub PSBB yang memuat soal sanksi pidana ataupun sanksi administratif merupakan pergub yang salah dan bertentangan"" #PSBB #asalbuat #regulasi",2020-05-21 11:22:08+00:00,0,0,,#PSBB #asalbuat #regulasi
71,buanatenda18d,Sekelompok remaja berkumpul di taman kota intan. Jl.Cengkeh kota tua jakbar. #psbb @TMCPoldaMetro @RadioElshinta,2020-05-21 11:20:08+00:00,0,0,@TMCPoldaMetro @RadioElshinta,#psbb
76,NcenOlalla,Akhirnya langit Jakarta Utara cerah biru ceria. #jakarta #jakartautara #psbb #psbbjakarta #pagicerah @KBN jln cacing alias Cakung Cilincing Jakarta Utara https://www.instagram.com/p/CAb_mmlAzQo0x1kZtMaCE7bb2Fga33IFWW-pjk0/?igshid=1nsw9fnauhudv,2020-05-21 05:00:47+00:00,0,0,,#jakarta #jakartautara #psbb #psbbjakarta #pagicerah
